userId,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
user7617,,32.0,51.0,7.0,5.0,37.0,,83.0,,45.0
user7618,50.0,,67.0,57.0,78.0,,67.0,,87.0,56.0
user7619,,51.0,10.0,49.0,46.0,5.0,34.0,,18.0,9.0
user7620,99.0,8.0,86.0,,97.0,4.0,57.0,25.0,,
user7621,,72.0,76.0,73.0,11.0,87.0,17.0,50.0,,53.0
user7622,67.0,43.0,31.0,81.0,,68.0,20.0,,,37.0
user7623,50.0,58.0,85.0,42.0,,31.0,93.0,66.0,46.0,16.0
user7624,8.0,13.0,83.0,41.0,63.0,52.0,86.0,24.0,,92.0
user7625,,93.0,28.0,9.0,70.0,,5.0,35.0,62.0,
user7626,68.0,,10.0,39.0,62.0,,21.0,53.0,,93.0
user7627,64.0,38.0,97.0,21.0,27.0,,42.0,34.0,84.0,
user7628,8.0,81.0,,70.0,,,47.0,95.0,53.0,69.0
user7629,21.0,93.0,82.0,28.0,66.0,38.0,13.0,2.0,94.0,44.0
user7630,31.0,80.0,63.0,40.0,17.0,,99.0,7.0,27.0,17.0
user7631,85.0,34.0,99.0,,13.0,49.0,3.0,19.0,70.0,63.0
user7632,100.0,76.0,74.0,76.0,89.0,11.0,,50.0,85.0,28.0
user7633,25.0,7.0,50.0,30.0,80.0,45.0,,77.0,95.0,
user7634,14.0,,,79.0,46.0,24.0,81.0,,25.0,98.0
user7635,4.0,52.0,5.0,97.0,80.0,,19.0,24.0,,100.0
user7636,78.0,41.0,39.0,36.0,26.0,82.0,51.0,61.0,2.0,
user7637,44.0,22.0,43.0,43.0,86.0,81.0,46.0,66.0,84.0,
user7638,24.0,96.0,73.0,48.0,30.0,,,73.0,76.0,
user7639,62.0,99.0,68.0,77.0,95.0,30.0,,,61.0,
user7640,11.0,30.0,7.0,57.0,93.0,51.0,19.0,,98.0,40.0
user7641,5.0,98.0,82.0,57.0,27.0,39.0,50.0,,27.0,22.0
user7642,50.0,4.0,82.0,56.0,54.0,,,42.0,57.0,21.0
user7643,92.0,90.0,70.0,34.0,93.0,,3.0,72.0,65.0,
user7644,,,7.0,47.0,19.0,41.0,72.0,73.0,84.0,
user7645,95.0,83.0,37.0,64.0,10.0,3.0,17.0,85.0,71.0,92.0
user7646,64.0,66.0,1.0,43.0,,25.0,3.0,69.0,99.0,92.0
user7647,49.0,34.0,92.0,29.0,32.0,86.0,,7.0,93.0,13.0
user7648,56.0,,,78.0,45.0,43.0,23.0,30.0,,
user7649,82.0,,56.0,33.0,7.0,6.0,75.0,92.0,80.0,
user7650,2.0,33.0,30.0,89.0,,,46.0,2.0,76.0,59.0
user7651,70.0,11.0,,22.0,75.0,,,,26.0,90.0
user7652,19.0,86.0,89.0,56.0,96.0,77.0,98.0,,19.0,83.0
user7653,,88.0,61.0,69.0,98.0,60.0,,80.0,39.0,
user7654,54.0,41.0,90.0,82.0,49.0,77.0,,33.0,60.0,55.0
user7655,4.0,93.0,65.0,,5.0,92.0,81.0,82.0,84.0,51.0
user7656,26.0,83.0,28.0,97.0,47.0,,4.0,14.0,,50.0
user7657,13.0,98.0,19.0,80.0,32.0,98.0,82.0,10.0,9.0,17.0
user7658,,72.0,70.0,59.0,62.0,20.0,,33.0,59.0,33.0
user7659,26.0,65.0,,58.0,24.0,48.0,49.0,,75.0,29.0
user7660,,63.0,87.0,42.0,3.0,,,8.0,71.0,92.0
user7661,30.0,,90.0,98.0,,,11.0,33.0,,9.0
user7662,,1.0,81.0,49.0,,42.0,80.0,90.0,77.0,69.0
user7663,82.0,,20.0,28.0,55.0,73.0,88.0,82.0,74.0,80.0
user7664,14.0,99.0,63.0,60.0,91.0,42.0,22.0,70.0,96.0,90.0
user7665,94.0,71.0,18.0,73.0,64.0,16.0,49.0,98.0,,83.0
user7666,70.0,24.0,,,71.0,19.0,10.0,,86.0,9.0
user7667,83.0,31.0,,14.0,,31.0,,97.0,92.0,43.0
user7668,,37.0,,,71.0,88.0,8.0,35.0,87.0,15.0
user7669,,,60.0,44.0,96.0,72.0,58.0,,9.0,3.0
user7670,,,,86.0,,29.0,30.0,3.0,67.0,100.0
user7671,11.0,3.0,4.0,51.0,,23.0,59.0,68.0,75.0,100.0
user7672,24.0,,39.0,66.0,8.0,,64.0,75.0,48.0,40.0
user7673,45.0,61.0,44.0,2.0,16.0,19.0,33.0,91.0,95.0,28.0
user7674,83.0,81.0,86.0,7.0,81.0,,91.0,42.0,98.0,
user7675,29.0,26.0,,61.0,27.0,,59.0,99.0,9.0,58.0
user7676,44.0,32.0,28.0,,25.0,24.0,99.0,2.0,52.0,
user7677,93.0,71.0,38.0,,99.0,63.0,22.0,94.0,22.0,32.0
user7678,39.0,,29.0,36.0,6.0,,22.0,4.0,,22.0
user7679,,33.0,89.0,73.0,2.0,99.0,14.0,37.0,72.0,89.0
user7680,,,,,,61.0,54.0,80.0,75.0,57.0
user7681,49.0,87.0,19.0,36.0,,42.0,11.0,91.0,52.0,58.0
user7682,64.0,13.0,10.0,67.0,93.0,33.0,75.0,50.0,26.0,81.0
user7683,25.0,70.0,31.0,54.0,,96.0,,83.0,,
user7684,99.0,67.0,16.0,50.0,96.0,52.0,,49.0,,35.0
user7685,,80.0,,77.0,,,,7.0,69.0,
user7686,,54.0,,,6.0,,,84.0,52.0,43.0
user7687,97.0,37.0,70.0,60.0,,,,,81.0,21.0
user7688,25.0,89.0,32.0,,36.0,74.0,45.0,,63.0,34.0
user7689,53.0,32.0,43.0,28.0,55.0,13.0,94.0,15.0,81.0,25.0
user7690,59.0,47.0,92.0,28.0,90.0,40.0,29.0,77.0,90.0,70.0
user7691,61.0,93.0,,,95.0,50.0,11.0,56.0,2.0,30.0
user7692,34.0,,18.0,53.0,86.0,32.0,80.0,45.0,54.0,86.0
user7693,51.0,59.0,,77.0,66.0,51.0,15.0,79.0,22.0,39.0
user7694,48.0,86.0,91.0,58.0,29.0,85.0,96.0,60.0,76.0,31.0
user7695,72.0,66.0,3.0,,,,37.0,57.0,76.0,49.0
user7696,3.0,74.0,4.0,,69.0,37.0,16.0,2.0,26.0,
user7697,,89.0,32.0,31.0,,9.0,8.0,,8.0,
user7698,44.0,78.0,,,44.0,10.0,26.0,52.0,100.0,12.0
user7699,67.0,12.0,84.0,8.0,19.0,,63.0,44.0,25.0,
user7700,21.0,10.0,93.0,45.0,10.0,80.0,35.0,19.0,64.0,54.0
user7701,20.0,53.0,,76.0,,55.0,87.0,11.0,54.0,
user7702,23.0,10.0,71.0,82.0,,68.0,4.0,39.0,16.0,26.0
user7703,33.0,34.0,6.0,70.0,33.0,1.0,97.0,78.0,,44.0
user7704,53.0,9.0,18.0,82.0,97.0,42.0,2.0,10.0,,
user7705,15.0,19.0,96.0,83.0,94.0,66.0,,71.0,78.0,58.0
user7706,69.0,89.0,,78.0,,9.0,4.0,59.0,15.0,86.0
user7707,42.0,67.0,43.0,83.0,39.0,25.0,36.0,44.0,51.0,99.0
user7708,54.0,97.0,95.0,,54.0,41.0,2.0,,36.0,80.0
user7709,98.0,26.0,21.0,,26.0,,43.0,,,52.0
user7710,10.0,,17.0,18.0,42.0,90.0,69.0,27.0,,83.0
user7711,93.0,,70.0,84.0,38.0,13.0,50.0,90.0,88.0,41.0
user7712,45.0,67.0,,47.0,50.0,37.0,19.0,64.0,100.0,17.0
user7713,6.0,,79.0,35.0,,34.0,,,83.0,22.0
user7714,84.0,,,32.0,48.0,79.0,27.0,87.0,93.0,39.0
user7715,,68.0,99.0,82.0,5.0,58.0,8.0,66.0,16.0,74.0
user7716,49.0,,90.0,91.0,95.0,29.0,84.0,,45.0,40.0
user7717,100.0,,94.0,,89.0,59.0,,98.0,32.0,49.0
user7718,44.0,38.0,,88.0,78.0,61.0,,,25.0,
user7719,77.0,10.0,73.0,24.0,92.0,19.0,19.0,50.0,53.0,
user7720,35.0,44.0,40.0,17.0,23.0,,17.0,27.0,23.0,55.0
user7721,58.0,100.0,84.0,,85.0,,,21.0,,65.0
user7722,62.0,,,80.0,42.0,41.0,51.0,97.0,72.0,100.0
user7723,7.0,,71.0,,57.0,49.0,,95.0,,
user7724,22.0,5.0,56.0,32.0,30.0,70.0,54.0,,76.0,50.0
user7725,,69.0,72.0,86.0,68.0,27.0,100.0,,,5.0
user7726,35.0,28.0,,40.0,34.0,,30.0,74.0,94.0,66.0
user7727,22.0,,18.0,,,84.0,54.0,67.0,68.0,26.0
user7728,46.0,,73.0,1.0,59.0,47.0,63.0,50.0,,6.0
user7729,36.0,,4.0,97.0,7.0,70.0,5.0,69.0,73.0,
user7730,100.0,,15.0,56.0,94.0,38.0,,1.0,,39.0
user7731,63.0,50.0,41.0,84.0,48.0,27.0,80.0,,45.0,33.0
user7732,3.0,56.0,12.0,30.0,31.0,17.0,20.0,76.0,52.0,89.0
user7733,,,25.0,38.0,4.0,,72.0,57.0,,32.0
user7734,8.0,7.0,43.0,,16.0,29.0,,78.0,54.0,
user7735,11.0,,8.0,67.0,2.0,4.0,,22.0,4.0,100.0
user7736,,,,62.0,93.0,6.0,67.0,41.0,77.0,60.0
user7737,100.0,26.0,,71.0,18.0,57.0,,16.0,59.0,11.0
user7738,54.0,54.0,12.0,48.0,58.0,,,9.0,43.0,
user7739,23.0,97.0,56.0,10.0,87.0,4.0,31.0,,43.0,57.0
user7740,71.0,84.0,27.0,31.0,24.0,33.0,54.0,,61.0,
user7741,,24.0,26.0,4.0,33.0,64.0,77.0,75.0,54.0,91.0
user7742,,,24.0,89.0,32.0,93.0,56.0,25.0,28.0,
user7743,17.0,,65.0,1.0,36.0,20.0,38.0,84.0,46.0,
user7744,52.0,42.0,72.0,33.0,13.0,,47.0,2.0,,64.0
user7745,91.0,27.0,72.0,,2.0,74.0,81.0,56.0,34.0,51.0
user7746,69.0,49.0,17.0,56.0,47.0,28.0,83.0,6.0,56.0,
user7747,7.0,6.0,,40.0,41.0,93.0,,44.0,72.0,
user7748,,100.0,69.0,50.0,21.0,34.0,61.0,60.0,25.0,41.0
user7749,34.0,7.0,59.0,91.0,25.0,97.0,81.0,,46.0,81.0
user7750,77.0,73.0,,,5.0,33.0,,2.0,81.0,
user7751,,93.0,88.0,,12.0,67.0,70.0,90.0,3.0,
user7752,29.0,55.0,88.0,52.0,62.0,8.0,85.0,83.0,64.0,57.0
user7753,91.0,36.0,20.0,,40.0,21.0,90.0,,5.0,7.0
user7754,76.0,33.0,10.0,12.0,15.0,,3.0,,,37.0
user7755,33.0,85.0,,2.0,58.0,10.0,18.0,7.0,3.0,33.0
user7756,24.0,41.0,53.0,65.0,38.0,46.0,76.0,97.0,40.0,90.0
user7757,18.0,,5.0,41.0,36.0,78.0,36.0,87.0,,96.0
user7758,,15.0,96.0,33.0,95.0,10.0,,62.0,90.0,37.0
user7759,64.0,82.0,1.0,100.0,,9.0,,4.0,32.0,13.0
user7760,4.0,4.0,94.0,,6.0,67.0,,,,
user7761,45.0,57.0,53.0,24.0,32.0,40.0,71.0,56.0,79.0,
user7762,30.0,,8.0,44.0,41.0,96.0,,1.0,62.0,
user7763,91.0,,92.0,,15.0,,48.0,26.0,62.0,
user7764,100.0,68.0,,30.0,65.0,76.0,51.0,36.0,,60.0
user7765,,8.0,12.0,78.0,13.0,83.0,35.0,59.0,66.0,27.0
user7766,50.0,100.0,87.0,52.0,,,88.0,11.0,41.0,55.0
user7767,22.0,31.0,13.0,47.0,85.0,22.0,47.0,,60.0,96.0
user7768,88.0,48.0,5.0,45.0,85.0,83.0,,76.0,77.0,
user7769,,,65.0,31.0,59.0,39.0,27.0,21.0,,65.0
user7770,,80.0,79.0,82.0,75.0,,29.0,64.0,,63.0
user7771,1.0,5.0,,19.0,89.0,48.0,26.0,83.0,19.0,64.0
user7772,3.0,,,45.0,,22.0,68.0,66.0,89.0,68.0
user7773,,77.0,,54.0,,36.0,14.0,77.0,,92.0
user7774,84.0,,95.0,25.0,98.0,10.0,,44.0,61.0,35.0
user7775,76.0,,72.0,5.0,69.0,,,73.0,,7.0
user7776,,,46.0,90.0,96.0,,47.0,96.0,65.0,3.0
user7777,96.0,42.0,8.0,92.0,80.0,5.0,,94.0,14.0,56.0
user7778,,35.0,95.0,36.0,18.0,89.0,,31.0,23.0,
user7779,,41.0,58.0,80.0,46.0,35.0,51.0,,34.0,5.0
user7780,88.0,79.0,55.0,,14.0,57.0,95.0,,11.0,88.0
user7781,,,47.0,37.0,3.0,54.0,11.0,79.0,,41.0
user7782,25.0,,60.0,,,26.0,57.0,,40.0,22.0
user7783,90.0,49.0,35.0,29.0,22.0,29.0,94.0,37.0,74.0,51.0
user7784,24.0,23.0,53.0,42.0,12.0,84.0,47.0,,94.0,69.0
user7785,72.0,27.0,86.0,76.0,,53.0,,67.0,44.0,43.0
user7786,10.0,42.0,100.0,22.0,,82.0,3.0,73.0,43.0,73.0
user7787,34.0,81.0,,,12.0,10.0,66.0,84.0,,39.0
user7788,5.0,12.0,84.0,,22.0,,,84.0,,
user7789,17.0,77.0,8.0,,40.0,38.0,69.0,,73.0,81.0
user7790,46.0,18.0,78.0,68.0,9.0,72.0,16.0,46.0,17.0,15.0
user7791,39.0,90.0,13.0,73.0,,93.0,26.0,10.0,87.0,68.0
user7792,100.0,,78.0,,31.0,20.0,74.0,,43.0,50.0
user7793,49.0,20.0,,,32.0,,3.0,78.0,15.0,66.0
user7794,88.0,2.0,26.0,,89.0,53.0,19.0,43.0,6.0,23.0
user7795,58.0,,,41.0,24.0,59.0,19.0,9.0,8.0,
user7796,13.0,94.0,50.0,54.0,2.0,45.0,70.0,13.0,79.0,
user7797,,,,,47.0,23.0,67.0,63.0,50.0,100.0
user7798,,24.0,,95.0,96.0,,53.0,51.0,2.0,4.0
user7799,85.0,95.0,96.0,93.0,97.0,29.0,8.0,48.0,21.0,
user7800,98.0,,89.0,,7.0,9.0,,90.0,75.0,
user7801,19.0,21.0,64.0,74.0,56.0,99.0,23.0,80.0,66.0,8.0
user7802,60.0,,58.0,87.0,63.0,74.0,32.0,24.0,15.0,76.0
user7803,61.0,,66.0,45.0,66.0,,,44.0,64.0,
user7804,51.0,48.0,75.0,29.0,,50.0,82.0,10.0,,11.0
user7805,54.0,18.0,42.0,89.0,,,9.0,58.0,11.0,45.0
user7806,9.0,86.0,58.0,,,,,97.0,,14.0
user7807,24.0,,70.0,72.0,,56.0,5.0,,3.0,37.0
user7808,,31.0,97.0,33.0,90.0,4.0,,19.0,63.0,68.0
user7809,24.0,88.0,62.0,29.0,46.0,31.0,81.0,,67.0,46.0
user7810,24.0,,,,100.0,76.0,69.0,60.0,75.0,80.0
user7811,66.0,74.0,48.0,14.0,71.0,12.0,,8.0,10.0,78.0
user7812,70.0,3.0,97.0,25.0,48.0,39.0,68.0,,,93.0
user7813,14.0,18.0,53.0,49.0,64.0,31.0,,36.0,,87.0
user7814,33.0,49.0,,94.0,53.0,88.0,54.0,46.0,74.0,13.0
user7815,17.0,23.0,45.0,14.0,56.0,23.0,27.0,65.0,,61.0
user7816,39.0,87.0,30.0,19.0,58.0,65.0,46.0,33.0,88.0,1.0
user7817,,94.0,28.0,,54.0,65.0,,31.0,,32.0
user7818,30.0,94.0,73.0,46.0,,19.0,,73.0,92.0,87.0
user7819,21.0,48.0,26.0,88.0,50.0,20.0,,,87.0,44.0
user7820,69.0,89.0,,38.0,87.0,75.0,73.0,22.0,69.0,29.0
user7821,23.0,53.0,67.0,93.0,11.0,45.0,72.0,100.0,14.0,92.0
user7822,33.0,42.0,60.0,28.0,,89.0,75.0,,20.0,
user7823,20.0,72.0,20.0,41.0,,24.0,79.0,27.0,47.0,40.0
user7824,47.0,40.0,62.0,,32.0,,43.0,1.0,,60.0
user7825,97.0,76.0,82.0,96.0,65.0,89.0,59.0,82.0,56.0,86.0
user7826,,52.0,76.0,99.0,38.0,25.0,25.0,8.0,72.0,51.0
user7827,30.0,93.0,11.0,99.0,,40.0,34.0,13.0,,72.0
user7828,35.0,77.0,,,64.0,88.0,38.0,10.0,,
user7829,32.0,84.0,20.0,72.0,,79.0,,66.0,78.0,
user7830,96.0,,81.0,52.0,2.0,50.0,16.0,,,92.0
user7831,83.0,29.0,81.0,1.0,92.0,,48.0,90.0,36.0,66.0
user7832,,90.0,,55.0,6.0,52.0,,,6.0,33.0
user7833,1.0,13.0,34.0,,96.0,,75.0,42.0,,
user7834,99.0,,16.0,3.0,60.0,,15.0,53.0,99.0,56.0
user7835,,47.0,93.0,28.0,4.0,14.0,47.0,43.0,47.0,75.0
user7836,50.0,,57.0,41.0,8.0,24.0,,3.0,20.0,
user7837,94.0,76.0,19.0,,79.0,,32.0,86.0,20.0,71.0
user7838,33.0,78.0,33.0,33.0,64.0,,,,,
user7839,50.0,50.0,18.0,82.0,18.0,59.0,46.0,3.0,65.0,10.0
user7840,52.0,53.0,86.0,53.0,57.0,85.0,4.0,24.0,65.0,19.0
user7841,12.0,,45.0,,59.0,74.0,,51.0,38.0,3.0
user7842,,70.0,47.0,65.0,38.0,,36.0,36.0,35.0,15.0
user7843,42.0,,17.0,,23.0,90.0,94.0,1.0,56.0,63.0
user7844,42.0,6.0,34.0,85.0,22.0,100.0,,98.0,96.0,55.0
user7845,36.0,84.0,,21.0,,69.0,70.0,79.0,100.0,
user7846,40.0,,,43.0,,64.0,59.0,22.0,52.0,
user7847,,84.0,81.0,83.0,51.0,79.0,44.0,,,71.0
user7848,90.0,22.0,18.0,26.0,11.0,61.0,80.0,54.0,3.0,75.0
user7849,45.0,55.0,72.0,3.0,95.0,,,32.0,31.0,11.0
user7850,,,,,72.0,19.0,72.0,6.0,,56.0
user7851,14.0,60.0,85.0,,90.0,90.0,11.0,7.0,20.0,42.0
user7852,39.0,,50.0,77.0,12.0,,,26.0,62.0,51.0
user7853,91.0,2.0,5.0,84.0,69.0,95.0,64.0,26.0,18.0,44.0
user7854,97.0,82.0,39.0,5.0,17.0,82.0,,,100.0,98.0
user7855,19.0,26.0,,7.0,,69.0,91.0,81.0,,
user7856,91.0,48.0,46.0,24.0,69.0,96.0,61.0,74.0,1.0,65.0
user7857,24.0,88.0,6.0,78.0,,18.0,12.0,,79.0,53.0
user7858,73.0,62.0,63.0,21.0,,46.0,72.0,55.0,84.0,60.0
user7859,13.0,67.0,98.0,89.0,,41.0,,61.0,61.0,9.0
user7860,83.0,86.0,80.0,,88.0,41.0,84.0,13.0,47.0,
user7861,64.0,87.0,69.0,46.0,,61.0,,,,72.0
user7862,88.0,72.0,89.0,,54.0,25.0,17.0,34.0,68.0,9.0
user7863,20.0,28.0,71.0,,96.0,53.0,27.0,,68.0,94.0
user7864,,43.0,30.0,47.0,31.0,68.0,,77.0,99.0,58.0
user7865,56.0,60.0,71.0,57.0,58.0,27.0,,99.0,34.0,23.0
user7866,63.0,41.0,6.0,34.0,12.0,100.0,,50.0,37.0,97.0
user7867,,8.0,97.0,10.0,93.0,31.0,39.0,35.0,56.0,
user7868,72.0,,44.0,91.0,,58.0,57.0,59.0,66.0,21.0
user7869,,80.0,64.0,73.0,,13.0,38.0,72.0,94.0,
user7870,64.0,65.0,3.0,28.0,61.0,16.0,,42.0,1.0,69.0
user7871,,75.0,18.0,11.0,,47.0,39.0,,59.0,82.0
user7872,,89.0,,94.0,14.0,2.0,,11.0,96.0,56.0
user7873,63.0,84.0,,2.0,90.0,50.0,26.0,6.0,38.0,90.0
user7874,60.0,53.0,54.0,8.0,94.0,55.0,45.0,61.0,5.0,
user7875,68.0,60.0,64.0,32.0,56.0,16.0,39.0,72.0,20.0,96.0
user7876,38.0,55.0,81.0,,,47.0,,31.0,39.0,11.0
user7877,9.0,90.0,88.0,15.0,42.0,5.0,46.0,,34.0,85.0
user7878,,4.0,8.0,93.0,53.0,11.0,27.0,47.0,2.0,19.0
user7879,41.0,,84.0,92.0,23.0,,52.0,15.0,,9.0
user7880,,94.0,15.0,32.0,13.0,,52.0,31.0,79.0,23.0
user7881,18.0,,50.0,63.0,,4.0,38.0,71.0,,
user7882,81.0,40.0,5.0,99.0,56.0,90.0,84.0,9.0,,80.0
user7883,,,79.0,45.0,78.0,94.0,15.0,74.0,30.0,
user7884,24.0,12.0,87.0,38.0,37.0,,41.0,94.0,60.0,
user7885,26.0,36.0,,13.0,,76.0,32.0,82.0,72.0,38.0
user7886,75.0,,,17.0,14.0,35.0,,20.0,54.0,11.0
user7887,,2.0,14.0,,,96.0,,88.0,72.0,
user7888,37.0,15.0,16.0,,81.0,,95.0,,,80.0
user7889,81.0,45.0,73.0,100.0,62.0,2.0,42.0,60.0,34.0,87.0
user7890,18.0,64.0,,92.0,78.0,,33.0,21.0,93.0,
user7891,31.0,16.0,57.0,31.0,74.0,,56.0,14.0,61.0,4.0
user7892,86.0,91.0,,,89.0,56.0,10.0,7.0,5.0,27.0
user7893,9.0,62.0,,64.0,26.0,,80.0,46.0,70.0,60.0
user7894,,41.0,15.0,15.0,28.0,23.0,20.0,57.0,78.0,58.0
user7895,,84.0,93.0,84.0,,69.0,63.0,,90.0,
user7896,95.0,26.0,57.0,55.0,98.0,47.0,,43.0,61.0,84.0
user7897,4.0,6.0,,35.0,22.0,22.0,,58.0,,27.0
user7898,,,24.0,83.0,64.0,,3.0,19.0,48.0,72.0
user7899,86.0,50.0,63.0,48.0,95.0,31.0,89.0,43.0,,44.0
user7900,69.0,,70.0,61.0,98.0,,52.0,57.0,74.0,63.0
user7901,78.0,98.0,88.0,16.0,29.0,97.0,73.0,,71.0,
user7902,,2.0,63.0,29.0,91.0,64.0,,53.0,99.0,
user7903,71.0,,71.0,15.0,37.0,99.0,93.0,7.0,87.0,51.0
user7904,5.0,1.0,16.0,72.0,44.0,2.0,82.0,93.0,,64.0
user7905,72.0,16.0,76.0,9.0,33.0,22.0,91.0,,82.0,
user7906,92.0,91.0,85.0,56.0,44.0,5.0,93.0,39.0,,2.0
user7907,20.0,36.0,55.0,36.0,21.0,28.0,88.0,80.0,,96.0
user7908,38.0,5.0,49.0,38.0,49.0,76.0,43.0,,64.0,4.0
user7909,92.0,,24.0,,25.0,32.0,85.0,27.0,,97.0
user7910,21.0,10.0,96.0,67.0,,37.0,76.0,17.0,70.0,13.0
user7911,97.0,,85.0,43.0,94.0,74.0,54.0,46.0,74.0,
user7912,,4.0,49.0,77.0,,35.0,,4.0,96.0,71.0
user7913,96.0,38.0,,63.0,2.0,78.0,,1.0,42.0,47.0
user7914,91.0,68.0,74.0,,59.0,30.0,92.0,22.0,42.0,35.0
user7915,31.0,,,23.0,91.0,61.0,55.0,57.0,3.0,34.0
user7916,14.0,,68.0,98.0,4.0,,20.0,42.0,,79.0
user7917,78.0,,63.0,79.0,50.0,38.0,91.0,90.0,92.0,30.0
user7918,6.0,89.0,65.0,63.0,38.0,,53.0,,,83.0
user7919,5.0,31.0,54.0,,26.0,69.0,20.0,65.0,98.0,
user7920,,36.0,40.0,6.0,46.0,7.0,21.0,53.0,40.0,23.0
user7921,47.0,,99.0,4.0,99.0,,15.0,85.0,,40.0
user7922,48.0,11.0,13.0,98.0,58.0,98.0,62.0,,7.0,76.0
user7923,71.0,,42.0,89.0,,,77.0,44.0,,34.0
user7924,79.0,74.0,9.0,48.0,78.0,36.0,98.0,,45.0,42.0
user7925,81.0,32.0,,49.0,99.0,87.0,56.0,16.0,41.0,46.0
user7926,,85.0,96.0,88.0,55.0,41.0,10.0,41.0,38.0,
user7927,96.0,11.0,93.0,37.0,12.0,28.0,85.0,89.0,80.0,
user7928,43.0,33.0,68.0,43.0,2.0,80.0,27.0,83.0,2.0,
user7929,71.0,,8.0,52.0,8.0,,56.0,19.0,18.0,6.0
user7930,82.0,73.0,43.0,66.0,,23.0,74.0,43.0,96.0,93.0
user7931,,67.0,62.0,93.0,42.0,46.0,,,25.0,61.0
user7932,62.0,51.0,41.0,,36.0,91.0,40.0,52.0,40.0,47.0
user7933,4.0,13.0,,,13.0,52.0,94.0,29.0,69.0,28.0
user7934,8.0,36.0,36.0,,73.0,42.0,87.0,55.0,85.0,16.0
user7935,,15.0,75.0,5.0,88.0,,43.0,,45.0,45.0
user7936,65.0,,36.0,,,29.0,43.0,87.0,24.0,81.0
user7937,,,4.0,66.0,64.0,58.0,67.0,19.0,12.0,86.0
user7938,70.0,,88.0,35.0,85.0,98.0,65.0,56.0,32.0,2.0
user7939,81.0,49.0,23.0,14.0,11.0,35.0,,25.0,37.0,50.0
user7940,6.0,80.0,44.0,76.0,,,27.0,,,
user7941,86.0,32.0,88.0,,56.0,90.0,50.0,96.0,71.0,13.0
user7942,16.0,,56.0,49.0,29.0,48.0,3.0,,28.0,48.0
user7943,,94.0,99.0,,73.0,73.0,58.0,32.0,45.0,93.0
user7944,21.0,41.0,14.0,35.0,67.0,43.0,84.0,25.0,,
user7945,70.0,91.0,,4.0,8.0,68.0,48.0,39.0,43.0,58.0
user7946,73.0,68.0,19.0,51.0,91.0,46.0,16.0,12.0,92.0,
user7947,,84.0,49.0,43.0,16.0,54.0,58.0,37.0,59.0,
user7948,31.0,33.0,5.0,61.0,48.0,46.0,70.0,42.0,54.0,32.0
user7949,40.0,55.0,17.0,89.0,,,,19.0,,46.0
user7950,72.0,86.0,65.0,84.0,18.0,25.0,73.0,,40.0,35.0
user7951,45.0,58.0,87.0,20.0,,35.0,97.0,64.0,88.0,83.0
user7952,58.0,54.0,,73.0,75.0,90.0,100.0,,52.0,
user7953,13.0,66.0,99.0,62.0,72.0,79.0,59.0,,32.0,25.0
user7954,,19.0,99.0,6.0,90.0,,26.0,39.0,38.0,67.0
user7955,25.0,,76.0,14.0,98.0,42.0,,,,37.0
user7956,28.0,8.0,16.0,,29.0,89.0,90.0,22.0,8.0,96.0
user7957,27.0,46.0,4.0,100.0,71.0,93.0,72.0,,97.0,2.0
user7958,45.0,71.0,,39.0,15.0,1.0,45.0,46.0,52.0,52.0
user7959,80.0,84.0,97.0,76.0,97.0,55.0,49.0,70.0,29.0,35.0
user7960,33.0,,44.0,33.0,35.0,52.0,24.0,86.0,17.0,1.0
user7961,86.0,95.0,90.0,,54.0,,,34.0,,100.0
user7962,58.0,65.0,4.0,20.0,57.0,5.0,55.0,,,22.0
user7963,83.0,74.0,24.0,61.0,35.0,2.0,12.0,5.0,42.0,
user7964,76.0,33.0,14.0,89.0,24.0,,64.0,46.0,,
user7965,58.0,,,86.0,26.0,48.0,78.0,56.0,,35.0
user7966,22.0,12.0,87.0,43.0,85.0,60.0,79.0,95.0,,39.0
user7967,,34.0,39.0,77.0,41.0,77.0,,9.0,58.0,4.0
user7968,,,90.0,13.0,24.0,46.0,19.0,,96.0,
user7969,70.0,42.0,,74.0,37.0,,81.0,53.0,1.0,7.0
user7970,,59.0,61.0,24.0,45.0,65.0,22.0,80.0,3.0,47.0
user7971,,36.0,31.0,59.0,95.0,1.0,81.0,,,31.0
user7972,51.0,,95.0,82.0,44.0,65.0,,69.0,15.0,91.0
user7973,64.0,41.0,50.0,95.0,78.0,34.0,23.0,54.0,6.0,
user7974,13.0,62.0,,80.0,64.0,75.0,33.0,,,
user7975,87.0,38.0,8.0,15.0,31.0,96.0,79.0,52.0,29.0,30.0
user7976,97.0,,,21.0,51.0,11.0,94.0,81.0,10.0,63.0
user7977,15.0,51.0,20.0,66.0,1.0,19.0,99.0,50.0,63.0,85.0
user7978,68.0,,61.0,4.0,,48.0,15.0,9.0,41.0,69.0
user7979,,93.0,57.0,,,34.0,,95.0,51.0,
user7980,,20.0,87.0,72.0,39.0,,78.0,24.0,37.0,55.0
user7981,79.0,,86.0,44.0,16.0,71.0,22.0,29.0,97.0,4.0
user7982,,,20.0,52.0,,38.0,,59.0,,19.0
user7983,29.0,89.0,,23.0,69.0,71.0,,76.0,,
user7984,18.0,,26.0,11.0,69.0,1.0,76.0,31.0,55.0,74.0
user7985,42.0,36.0,68.0,42.0,17.0,82.0,,26.0,,
